Table with column headers in row 3,,,,,,
"2020 Poverty Estimates for School districts                                                                                                                                                       Source: U.S. Census Bureau, Small Area Income and Poverty Program (SAIPE)                                                                                                              Release date:   December 2021",,,,,,
State Postal Code,State FIPS Code,District ID,Name,Estimated Total Population,Estimated Population 5-17,Estimated number of relevant children 5 to 17 years old in poverty who are related to the householder
NJ,34,12090,Ocean Township School District,"8,877","1,089",169
NJ,34,12120,Oceanport Borough School District,"7,159",670,24
NJ,34,12150,Ogdensburg Borough School District,"2,280",235,10
NJ,34,09270,Old Bridge Township School District,"66,449","10,779",602
NJ,34,12180,Old Tappan Borough School District,"5,913",852,27
NJ,34,12210,Oldmans Township School District,"1,679",264,23
NJ,34,12240,Oradell Borough School District,"8,201",836,18
NJ,34,12270,Orange City Township School District,"31,013","5,079","1,197"
NJ,34,12300,Oxford Township School District,"2,449",352,22
NJ,34,12360,Palisades Park Borough School District,"20,136","1,886",335
NJ,34,12390,Palmyra Borough School District,"7,345",849,76
NJ,34,12420,Paramus Borough School District,"27,078","4,402",216
NJ,34,12450,Park Ridge Borough School District,"8,898","1,498",34
NJ,34,12480,Parsippany-Troy Hills Township School District,"53,052","6,834",262
NJ,34,12510,Pascack Valley Regional School District,"34,335","2,232",49
NJ,34,12540,Passaic City School District,"69,582","14,223","4,444"
NJ,34,12600,Passaic County Manchester Regional School District,"22,551","1,226",236
NJ,34,12570,Passaic Valley Regional School District,"36,959","1,408",171
NJ,34,12690,Paterson City School District,"145,830","27,476","10,598"
NJ,34,12720,Paulsboro Borough School District,"6,189","1,113",263
NJ,34,12810,Pemberton Township School District,"27,430","4,130",435
NJ,34,12840,Penns Grove-Carneys Point Regional School District,"12,443","2,008",449
NJ,34,12870,Pennsauken Township School District,"35,534","5,906","1,124"
NJ,34,09120,Pennsville Township School District,"12,648","1,912",205
NJ,34,12900,Pequannock Township School District,"15,500","2,270",86
NJ,34,12930,Perth Amboy City School District,"51,619","9,551","1,780"
NJ,34,12960,Phillipsburg Town School District,"14,535","2,127",449
NJ,34,12990,Pine Hill Borough School District,"10,094","1,527",244
NJ,34,13020,Pine Valley Borough School District,12,2,0
NJ,34,13000,Pinelands Regional School District,"28,092","2,158",285
NJ,34,13050,Piscataway Township School District,"56,904","7,706",521
NJ,34,13080,Pitman Borough School District,"9,149","1,403",96
NJ,34,13110,Pittsgrove Township School District,"10,170","1,694",174
NJ,34,13140,Plainfield City School District,"51,312","8,578","1,635"
NJ,34,13200,Pleasantville City School District,"19,417","3,370",940
NJ,34,13230,Plumsted Township School District,"8,981","1,957",104
NJ,34,13260,Pohatcong Township School District,"3,243",439,23
NJ,34,13320,Point Pleasant Beach Borough School District,"5,311",807,67
NJ,34,13290,Point Pleasant Borough School District,"19,579","3,451",202
NJ,34,13350,Pompton Lakes Borough School District,"11,074","1,740",353
NJ,34,13380,Port Republic City School District,"1,077",167,10
NJ,34,13410,Princeton Public Schools,"28,566","3,865",149
NJ,34,13470,Prospect Park Borough School District,"5,848",817,272
NJ,34,13500,Quinton Township School District,"2,470",400,49
NJ,34,13530,Rahway City School District,"28,285","4,306",479
NJ,34,13560,Ramapo-Indian Hill Regional School District,"41,182","2,786",52
NJ,34,13590,Ramsey Borough School District,"14,927","2,939",79
NJ,34,13620,Rancocas Valley Regional School District,"42,901","2,353",129
NJ,34,13650,Randolph Township School District,"25,648","4,878",137
NJ,34,13710,Readington Township School District,"15,789","1,637",52
NJ,34,13740,Red Bank Borough School District,"11,998",968,151
NJ,34,13750,Red Bank Regional School District,"21,572",954,65
NJ,34,13770,Ridgefield Borough School District,"11,367","1,738",220
NJ,34,13800,Ridgefield Park Township School District,"13,077","2,023",190
NJ,34,13830,Ridgewood Village School District,"25,647","5,814",120
NJ,34,13860,Ringwood Borough School District,"12,230","1,488",68
NJ,34,12260,River Dell Regional School District,"19,858","1,753",44
NJ,34,13890,River Edge Borough School District,"11,657","1,180",41
NJ,34,13950,River Vale Township School District,"9,928","1,362",34
NJ,34,13980,Riverdale Borough School District,"3,565",376,23
NJ,34,14010,Riverside Township School District,"8,026","1,150",127
NJ,34,14040,Riverton Borough School District,"2,758",374,12
NJ,34,17100,Robbinsville Township School District,"13,634","2,839",80
NJ,34,14070,Rochelle Park Township School District,"5,680",687,37
NJ,34,14100,Rockaway Borough School District,"6,422",621,47
NJ,34,14130,Rockaway Township School District,"24,084","2,468",98
NJ,34,14160,Rockleigh Borough School District,546,72,3
NJ,34,14220,Roosevelt Borough School District,851,131,2
NJ,34,14250,Roseland Borough School District,"5,960",512,19
NJ,34,14280,Roselle Borough School District,"21,810","3,534",494
NJ,34,14310,Roselle Park Borough School District,"13,760","2,166",180
NJ,34,14340,Roxbury Township School District,"23,251","3,825",171
NJ,34,14370,Rumson Borough School District,"6,931","1,058",30
NJ,34,14400,Rumson-Fair Haven Regional School District,"12,927",960,17
NJ,34,14430,Runnemede Borough School District,"8,354",779,91
NJ,34,14460,Rutherford Borough School District,"18,566","2,735",118
NJ,34,14490,Saddle Brook Township School District,"14,046","1,949",117
NJ,34,14520,Saddle River Borough School District,"3,239",526,21
NJ,34,14550,Salem City School District,"4,857",875,308
NJ,34,14610,Sandyston-Walpack Township School District,"1,866",117,4
NJ,34,14640,Sayreville Borough School District,"43,442","6,643",545
NJ,34,14670,Scotch Plains-Fanwood Regional School District,"32,051","5,986",152
NJ,34,14730,Sea Girt Borough School District,"1,793",241,5
NJ,34,14760,Sea Isle City School District,"1,990",149,15
NJ,34,14790,Seaside Heights Borough School District,"3,076",216,97
NJ,34,14820,Seaside Park Borough School District,"1,680",64,10
NJ,34,14850,Secaucus Town School District,"17,223","2,306",185
NJ,34,14880,Shamong Township School District,"6,498",828,32
NJ,34,14940,Shore Regional School District,"18,313",891,45
NJ,34,14970,Shrewsbury Borough School District,"3,735",451,11
NJ,34,15000,Somerdale Borough School District,"5,065",470,65
NJ,34,15030,Somers Point City School District,"10,340",909,172
NJ,34,00009,Somerset Hills Regional School District,"11,415","2,173",68
NJ,34,15090,Somerville Borough School District,"12,312","1,517",142
NJ,34,15120,South Amboy City School District,"8,706","1,226",138
NJ,34,15180,South Bound Brook Borough School District,"4,612",561,47
NJ,34,15210,South Brunswick Township School District,"44,096","9,259",379
NJ,34,15240,South Hackensack Township School District,"2,446",352,43
NJ,34,15270,South Harrison Township School District,"3,249",355,11
NJ,34,00769,South Hunterdon Regional School District,"7,157",698,34
NJ,34,15330,South Orange-Maplewood School District,"40,852","7,362",313
NJ,34,15360,South Plainfield Borough School District,"23,761","3,937",215
NJ,34,15390,South River Borough School District,"16,304","2,538",232
NJ,34,15420,Southampton Township School District,"10,401",732,40
NJ,34,15480,Southern Regional School District,"36,265","2,975",261
NJ,34,15510,Sparta Township School District,"18,406","3,377",78
NJ,34,15540,Spotswood Borough School District,"10,592","1,550",87
NJ,34,15570,Spring Lake Borough School District,"2,936",428,30
NJ,34,15600,Spring Lake Heights Borough School District,"4,580",537,27
NJ,34,15630,Springfield Township School District,"16,357","2,359",97
NJ,34,15660,Springfield Township School District,"3,384",289,27
NJ,34,15690,Stafford Township School District,"28,279","2,646",225
NJ,34,15720,Stanhope Borough School District,"3,394",298,16
NJ,34,02880,Sterling High School School District,"16,322",827,77
NJ,34,15750,Stillwater Township School District,"3,904",280,29
NJ,34,15810,Stone Harbor Borough School District,815,63,3
NJ,34,15840,Stow Creek Township School District,"1,340",139,12
NJ,34,15870,Stratford Borough School District,"6,962",742,67
NJ,34,15900,Summit City School District,"22,218","4,728",154
NJ,34,15960,Sussex-Wantage Regional School District,"12,680","1,305",95
NJ,34,15990,Swedesboro-Woolwich School District,"13,000","1,625",71
NJ,34,16020,Tabernacle Township School District,"6,927",798,28
NJ,34,16080,Teaneck Township School District,"40,873","6,990",427
NJ,34,16110,Tenafly Borough School District,"14,918","3,622",147
NJ,34,16170,Tewksbury Township School District,"5,853",678,18
NJ,34,00004,The Chathams School District,"19,352","3,881",58
NJ,34,16200,Tinton Falls Borough School District,"18,707","1,543",75
NJ,34,16230,Toms River Regional School District,"115,078","19,849","2,279"
NJ,34,16260,Totowa Borough School District,"10,781","1,037",121
NJ,34,16290,Trenton City School District,"84,369","13,595","3,757"
NJ,34,16320,Tuckerton Borough School District,"3,581",285,43
NJ,34,16350,Union Beach Borough School District,"6,156",959,100
NJ,34,16380,Union City School District,"70,379","11,100","2,797"
NJ,34,16440,Union Township School District,"5,775",433,13
NJ,34,16500,Union Township School District,"58,737","8,806",609
NJ,34,16530,Upper Deerfield Township School District,"7,155",883,126
NJ,34,16560,Upper Freehold Regional School District,"8,567","1,578",35
NJ,34,16590,Upper Pittsgrove Township School District,"3,291",529,59
NJ,34,16620,Upper Saddle River Borough School District,"8,391","1,355",31
NJ,34,16650,Upper Township School District,"11,649","1,981",139
NJ,34,16680,Ventnor City School District,"10,201","1,260",222
NJ,34,16710,Vernon Township School District,"22,193","3,343",184
NJ,34,16740,Verona Borough School District,"13,625","2,259",68
NJ,34,16800,Vineland City School District,"56,997","10,395","1,535"
NJ,34,16830,Voorhees Township School District,"28,917","3,047",175
NJ,34,16860,Waldwick Borough School District,"9,840","1,703",73
NJ,34,16890,Wall Township School District,"25,672","4,184",138
NJ,34,16920,Wallington Borough School District,"11,652","1,306",148
NJ,34,16870,Wallkill Valley Regional School District,"17,850",746,50
NJ,34,16950,Wanaque Borough School District,"11,045","1,083",111
NJ,34,16970,Warren Hills Regional School District,"23,343","1,611",115
NJ,34,16980,Warren Township School District,"15,596","2,135",65
NJ,34,17010,Washington Borough School District,"6,320",478,52
NJ,34,17040,Washington Township School District,684,85,6
NJ,34,17070,Washington Township School District,"49,796","8,456",468
NJ,34,17130,Washington Township School District,"18,497","2,456",58
NJ,34,17160,Washington Township School District,"6,464",537,26
NJ,34,17190,Watchung Borough School District,"6,108",654,24
NJ,34,17220,Watchung Hills Regional School District,"30,401","1,837",45
NJ,34,17250,Waterford Township School District,"10,522","1,672",138
NJ,34,17280,Wayne Township School District,"54,581","9,045",600
NJ,34,17310,Weehawken Township School District,"13,293","1,419",160
NJ,34,17340,Wenonah Borough School District,"2,313",230,4
NJ,34,17400,West Cape May Borough School District,954,35,9
NJ,34,17430,West Deptford Township School District,"21,992","3,188",197
NJ,34,17460,West Essex Regional School District,"22,035","1,899",58
NJ,34,17490,West Long Branch Borough School District,"7,931",685,44
NJ,34,17520,West Milford Township School District,"26,172","4,249",272
NJ,34,17550,West Morris Regional School District,"38,798","2,769",52
NJ,34,17580,West New York Town School District,"52,613","6,866","1,831"
NJ,34,17610,West Orange Town School District,"47,122","7,647",704
NJ,34,17670,West Wildwood Borough School District,560,66,5
NJ,34,17700,West Windsor-Plainsboro Regional School District,"50,491","9,831",232
NJ,34,17730,Westampton Township School District,"8,759",976,57
NJ,34,17760,Westfield Town School District,"31,367","7,024",128
NJ,34,17790,Westville Borough School District,"4,354",303,43
NJ,34,17820,Westwood Regional School District,"20,619","3,150",111
NJ,34,17850,Weymouth Township School District,"2,584",315,41
NJ,34,17880,Wharton Borough School District,"6,518",657,70
NJ,34,17910,White Township School District,"4,754",529,26
NJ,34,17940,Wildwood City School District,"5,013",587,234
NJ,34,17970,Wildwood Crest Borough School District,"3,060",350,62
NJ,34,18000,Willingboro Township School District,"31,476","4,967",624
NJ,34,18030,Winfield Township School District,"1,523",194,17
NJ,34,18060,Winslow Township School District,"39,265","6,742",904
NJ,34,18300,Wood-Ridge Borough School District,"7,841","1,205",57
NJ,34,18090,Woodbine Borough School District,"2,325",291,102
NJ,34,18120,Woodbridge Township School District,"100,941","14,865","1,188"
NJ,34,18150,Woodbury City School District,"10,289","1,511",263
NJ,34,18180,Woodbury Heights Borough School District,"3,110",230,12
NJ,34,18210,Woodcliff Lake Borough School District,"5,876",823,17
NJ,34,17640,Woodland Park Borough School District,"11,790","1,102",216
NJ,34,18240,Woodland Township School District,"1,772",131,7
NJ,34,18270,Woodlynne Borough School District,"2,937",616,196
NJ,34,18330,Woodstown-Pilesgrove Regional School District,"7,252","1,159",90
NJ,34,18360,Wyckoff Township School District,"17,194","2,449",38
NM,35,00030,Alamogordo Public Schools,"46,135","6,703","1,468"
NM,35,00060,Albuquerque Public Schools,"687,729","108,250","17,292"
NM,35,00090,Animas Public Schools,979,153,28
NM,35,00120,Artesia Public Schools,"19,746","3,945",567
NM,35,00150,Aztec Municipal Schools,"17,463","3,218",815
NM,35,00180,Belen Consolidated Schools,"30,668","5,083",968
NM,35,00210,Bernalillo Public Schools,"27,584","4,310",753
NM,35,00240,Bloomfield Municipal Schools,"17,068","3,377",986
NM,35,00270,Capitan Municipal Schools,"4,135",538,116
NM,35,00300,Carlsbad Municipal Schools,"36,827","6,882",905
NM,35,00330,Carrizozo Municipal Schools,"1,497",169,82
NM,35,00390,Central Consolidated Schools,"31,370","6,669","2,014"
NM,35,00420,Chama Valley Independent Schools,"2,768",354,91
NM,35,00480,Cimarron Public Schools,"3,063",349,67
NM,35,00510,Clayton Public Schools,"3,523",491,142
NM,35,00540,Cloudcroft Municipal Schools,"3,189",325,83
NM,35,00570,Clovis Municipal Schools,"45,475","8,321","1,581"
NM,35,00600,Cobre Consolidated Schools,"7,441","1,096",245
NM,35,00630,Corona Municipal Schools,437,51,15
NM,35,00660,Cuba Independent Schools,"5,186",984,354
NM,35,00690,Deming Public Schools,"23,905","4,433","1,583"
NM,35,00720,Des Moines Municipal Schools,491,72,11
NM,35,00750,Dexter Consolidated Schools,"3,908",818,195
